0.0
-1.8027430907391904;-1.4652337926855226;-1.2418667918433204;-1.0675705238781417;-0.9208229763683788;-0.7916386077433745;-0.6744897501960816;-0.5659488219328631;-0.46370775145717924;-0.3661063568005698;-0.2718800053992608;-0.18001236979270507;-0.08964235107576268;0.0;0.08964235107576254;0.1800123697927049;0.2718800053992607;0.3661063568005695;0.4637077514571789;0.5659488219328628;0.6744897501960816;0.7916386077433745;0.9208229763683787;1.0675705238781414;1.2418667918433204;1.465233792685522;1.8027430907391888
-1.8186455928500602;-1.4835398594012965;-1.262145176622808;-1.089661981946107;-0.9446695913944757;-0.8172368220294002;-0.7018725954219601;-0.5951785333332776;-0.4948731635686237;-0.39932306734955125;-0.3072925712011558;-0.21779837992739862;-0.13001858330708424;-0.04323119115281733;0.04323119115281733;0.13001858330708424;0.2177983799273985;0.3072925712011558;0.39932306734955125;0.4948731635686239;0.5951785333332776;0.70187259542196;0.8172368220294002;0.9446695913944757;1.0896619819461069;1.262145176622808;1.4835398594012965;1.8186455928500591
-1.8339146358159142;-1.501085946044025;-1.2815515655446008;-1.1107716166367856;-0.967421566101701;-0.8416212335729143;-0.7279132908816442;-0.6229257232100875;-0.5244005127080409;-0.4307272992954576;-0.3406948270877955;-0.2533471031357997;-0.1678940047881054;-0.08365173390712906;0.0;0.08365173390712906;0.1678940047881054;0.2533471031357997;0.3406948270877954;0.43072729929545744;0.5244005127080407;0.6229257232100874;0.727913290881644;0.8416212335729144;0.967421566101701;1.1107716166367856;1.2815515655446008;1.501085946044025;1.8339146358159142
-1.8485962885014087;-1.5179291595942785;-1.3001534333634235;-1.130977608245158;-0.9891686273406353;-0.8648943586852831;-0.7527287942581697;-0.6493239131864657;-0.5524425846467743;-0.4604945391031162;-0.372289360465191;-0.2868939169230392;-0.20354423153248627;-0.12158738275048303;-0.04044050856564621;0.04044050856564621;0.12158738275048289;0.203544231532486;0.2868939169230392;0.372289360465191;0.46049453910311616;0.5524425846467743;0.6493239131864657;0.7527287942581697;0.8648943586852829;0.9891686273406347;1.130977608245158;1.3001534333634235;1.5179291595942783;1.8485962885014087
-1.862731867421651;-1.534120544352546;-1.3180108973035365;-1.150349380376008;-1.0099901692495818;-0.8871465590188761;-0.7764217611479276;-0.6744897501960816;-0.5791321622555559;-0.48877641111466946;-0.40225006532172536;-0.31863936396437514;-0.23720210932878763;-0.1573106846101707;-0.07841241273311221;0.0;0.07841241273311221;0.1573106846101707;0.23720210932878763;0.31863936396437514;0.40225006532172536;0.48877641111466946;0.5791321622555559;0.6744897501960816;0.7764217611479276;0.8871465590188761;1.0099901692495818;1.150349380376008;1.3180108973035365;1.534120544352546;1.862731867421651
-1.8763585618945953;-1.549705900736589;-1.3351777361189365;-1.1689488445314822;-1.0299567622253682;-0.9084578685373852;-0.7990827621351787;-0.6985257103450598;-0.604585346583237;-0.5157047936930385;-0.43072729929545744;-0.34875569551704466;-0.26906613785431416;-0.19105200614617407;-0.11418529432142822;-0.037988351230282213;0.037988351230282213;0.11418529432142822;0.1910520061461742;0.26906613785431416;0.34875569551704466;0.4307272992954577;0.5157047936930386;0.604585346583237;0.6985257103450598;0.7990827621351787;0.9084578685373855;1.0299567622253682;1.1689488445314822;1.3351777361189372;1.5497059007365899;1.8763585618945953
-1.88950996033343;-1.5647264713617988;-1.3517022399306615;-1.186831432755818;-1.049131397963971;-0.928899491647271;-0.8207920883323806;-0.7215222839823432;-0.6289042176321897;-0.5413950851290877;-0.45785193101249505;-0.377391943828554;-0.2993069104656671;-0.22300783094036675;-0.14798710972583887;-0.07379127380827269;0.0;0.07379127380827269;0.14798710972583887;0.22300783094036675;0.2993069104656671;0.377391943828554;0.4578519310124952;0.5413950851290875;0.6289042176321895;0.7215222839823431;0.8207920883323805;0.9288994916472707;1.049131397963971;1.186831432755818;1.3517022399306615;1.5647264713617988;1.88950996033343
-1.9022164957820153;-1.5792195192835745;-1.3676279233156883;-1.204046960026702;-1.0675705238781417;-0.9485350408266378;-0.8416212335729144;-0.7435597568794307;-0.6521789863427859;-0.5659488219328631;-0.4837385530461032;-0.40467790453004754;-0.3280721075316511;-0.25334710313579983;-0.18001236979270507;-0.10763439238310213;-0.035816631660069605;0.035816631660069466;0.10763439238310199;0.1800123697927049;0.2533471031357997;0.3280721075316511;0.40467790453004754;0.4837385530461032;0.5659488219328631;0.6521789863427859;0.7435597568794303;0.8416212335729141;0.9485350408266376;1.0675705238781414;1.204046960026702;1.3676279233156883;1.5792195192835745;1.9022164957820153
-1.914505825055557;-1.5932188180230502;-1.3829941271006383;-1.2206403488473498;-1.0853249080767586;-0.967421566101701;-0.8616341201741724;-0.764709673786387;-0.6744897501960816;-0.5894557978497782;-0.5084880591093567;-0.4307272992954576;-0.35549041783953095;-0.28221614706250825;-0.2104283942479248;-0.1397102988818621;-0.06968492031845568;0.0;0.06968492031845568;0.1397102988818621;0.21042839424792453;0.28221614706250797;0.3554904178395308;0.43072729929545744;0.5084880591093566;0.5894557978497782;0.6744897501960816;0.7647096737863868;0.861634120174172;0.9674215661017005;1.0853249080767582;1.2206403488473494;1.382994127100638;1.5932188180230502;1.914505825055557
-1.926403152963982;-1.6067550689692431;-1.397836528971104;-1.2366522415199068;-1.1024403670151646;-0.9856104168672698;-0.88088811958693;-0.7850360498768921;-0.6959079368789581;-0.6119957936995942;-0.532189730919304;-0.45564031373787944;-0.3816746537655626;-0.30974253153853015;-0.23938016267175263;-0.17018472411236904;-0.10179559909470488;-0.033879835403491765;0.03387983540349204;0.10179559909470504;0.17018472411236904;0.23938016267175274;0.30974253153853043;0.3816746537655627;0.45564031373787944;0.5321897309193042;0.6119957936995946;0.6959079368789584;0.7850360498768921;0.8808881195869301;0.9856104168672701;1.1024403670151648;1.2366522415199068;1.3978365289711043;1.606755068969244;1.926403152963983
-1.9379315108528294;-1.6198562586382699;-1.4121875789061635;-1.2521195202652193;-1.11895838106256;-1.003147967662534;-0.899434907667234;-0.8045963803603003;-0.7164975001779914;-0.6336400007797008;-0.5549229427026536;-0.47950565333095013;-0.40672425187136385;-0.33603814037182317;-0.2669941254049525;-0.19920132478926694;-0.1323128522761713;-0.06601181237584072;0.0;0.06601181237584058;0.132312852276171;0.19920132478926694;0.2669941254049525;0.33603814037182306;0.40672425187136346;0.4795056533309498;0.5549229427026536;0.6336400007797007;0.716497500177991;0.8045963803603003;0.899434907667234;1.0031479676625334;1.1189583810625596;1.252119520265219;1.4121875789061635;1.6198562586382694;1.9379315108528277
-1.9491119969398876;-1.6325479658463489;-1.426076872272847;-1.2670757512664443;-1.1349166179934913;-1.0200762327862014;-0.9173211856192282;-0.8234424872238181;-0.7363159173761297;-0.6544522007320036;-0.5767585645077978;-0.5024022233733554;-0.4307272992954576;-0.36120163771131913;-0.29338123212119344;-0.22688544453587908;-0.16137904273423911;-0.0965586152896392;-0.03214179332733843;0.03214179332733828;0.09655861528963908;0.16137904273423911;0.22688544453587908;0.29338123212119344;0.361201637711319;0.43072729929545744;0.5024022233733554;0.5767585645077978;0.6544522007320036;0.7363159173761292;0.8234424872238179;0.9173211856192282;1.0200762327862014;1.1349166179934913;1.2670757512664441;1.4260768722728463;1.6325479658463484;1.9491119969398876
-1.959963984540054;-1.644853626951473;-1.4395314709384557;-1.2815515655446008;-1.150349380376008;-1.0364333894937894;-0.9345892910734799;-0.8416212335729143;-0.7554150263604693;-0.6744897501960816;-0.5977601260424783;-0.5244005127080407;-0.4537621901698794;-0.3853204664075676;-0.31863936396437514;-0.2533471031357997;-0.18911842627279238;-0.125661346855074;-0.0627067779432137;0.0;0.06270677794321385;0.12566134685507413;0.18911842627279266;0.2533471031358;0.31863936396437514;0.38532046640756773;0.45376219016987956;0.5244005127080409;0.5977601260424785;0.6744897501960816;0.7554150263604693;0.8416212335729144;0.9345892910734802;1.03643338949379;1.150349380376008;1.2815515655446008;1.439531470938456;1.6448536269514737;1.959963984540056
-1.970505303170329;-1.6567947658159816;-1.452576180812004;-1.2955749870976876;-1.1652879896966823;-1.0522542255562288;-0.9512777187290915;-0.8591751295958503;-0.773841732337253;-0.693804407736368;-0.6179847884685034;-0.5455637418225951;-0.47589899043667877;-0.4084724819741238;-0.342855305390327;-0.2786833974172193;-0.21564010401258166;-0.15344319882333426;-0.0918348329542222;-0.0305733998209063;0.0305733998209063;0.09183483295422237;0.15344319882333443;0.21564010401258193;0.2786833974172193;0.342855305390327;0.4084724819741239;0.47589899043667894;0.5455637418225955;0.6179847884685034;0.693804407736368;0.773841732337253;0.8591751295958504;0.9512777187290921;1.0522542255562288;1.1652879896966823;1.2955749870976876;1.4525761808120046;1.656794765815982;1.970505303170329
-1.9807523966472786;-1.6683911939470795;-1.4652337926855226;-1.3091717167857775;-1.179761117611861;-1.0675705238781417;-0.967421566101701;-0.8761428492468409;-0.7916386077433745;-0.712443032389489;-0.6374841609623769;-0.5659488219328631;-0.49720057068155404;-0.4307272992954576;-0.3661063568005698;-0.30298044805620655;-0.24104039388602677;-0.18001236979270507;-0.11964811303984216;-0.05971709978532289;0.0;0.059717099785322615;0.11964811303984187;0.1800123697927049;0.24104039388602677;0.30298044805620655;0.3661063568005695;0.43072729929545744;0.49720057068155404;0.5659488219328628;0.6374841609623766;0.7124430323894889;0.7916386077433745;0.8761428492468409;0.9674215661017005;1.0675705238781414;1.179761117611861;1.3091717167857764;1.465233792685522;1.6683911939470788;1.9807523966472786
-1.9907204615820326;-1.6796611853158152;-1.4775252920188409;-1.3223653788997205;-1.1937950727831033;-1.0824113944610985;-0.9830529168961902;-0.8925596729344508;-0.8088444041133958;-0.7304481769981658;-0.6563049908667615;-0.5856071612238591;-0.5177235528176671;-0.452147410767536;-0.38846166398311127;-0.32631499200479447;-0.26540475382497564;-0.2054644090671239;-0.14625393380431018;-0.08755224648617964;-0.02915096852312123;0.02915096852312123;0.08755224648617949;0.14625393380431018;0.2054644090671239;0.26540475382497547;0.32631499200479447;0.38846166398311155;0.452147410767536;0.5177235528176671;0.585607161223859;0.6563049908667615;0.7304481769981658;0.8088444041133956;0.8925596729344508;0.98305291689619;1.0824113944610985;1.1937950727831033;1.3223653788997203;1.4775252920188409;1.6796611853158152;1.990720461582032
-2.0004235691059806;-1.6906216295848981;-1.4894700423279408;-1.3351777361189365;-1.207414050222202;-1.096803562093513;-0.9982011721528861;-0.9084578685373852;-0.8254944909292358;-0.7478585947633023;-0.6744897501960816;-0.604585346583237;-0.5375191062027729;-0.47278912099226733;-0.4099833221873368;-0.34875569551704466;-0.2888093550744634;-0.229884117579232;-0.17174708963751173;-0.11418529432142822;-0.05699967435837431;0.0;0.05699967435837431;0.11418529432142822;0.17174708963751187;0.22988411757923213;0.2888093550744634;0.34875569551704466;0.4099833221873368;0.4727891209922675;0.5375191062027731;0.604585346583237;0.6744897501960816;0.7478585947633023;0.8254944909292362;0.9084578685373855;0.9982011721528861;1.096803562093513;1.207414050222202;1.3351777361189372;1.4894700423279412;1.6906216295848984;2.0004235691059806
-2.009874772195386;-1.7012881668522595;-1.501085946044025;-1.347628877574886;-1.2206403488473498;-1.1107716166367856;-1.0128933374446918;-0.9238670207443123;-0.8416212335729143;-0.764709673786387;-0.6920771366140132;-0.6229257232100875;-0.5566336210672107;-0.4927033330600414;-0.43072729929545744;-0.3703642448067596;-0.3113223796441412;-0.2533471031357997;-0.19621173364518354;-0.13971029888186196;-0.08365173390712906;-0.027855026985458622;0.0278550269854589;0.08365173390712906;0.1397102988818621;0.19621173364518366;0.2533471031357997;0.3113223796441412;0.3703642448067597;0.4307272992954577;0.4927033330600414;0.5566336210672109;0.6229257232100878;0.6920771366140132;0.764709673786387;0.8416212335729144;0.9238670207443127;1.0128933374446918;1.1107716166367856;1.2206403488473503;1.347628877574886;1.501085946044025;1.7012881668522601;2.0098747721953867
-2.0190862005831427;-1.7116753065097288;-1.5123895860676801;-1.3597373839386055;-1.2334945619686917;-1.124338231568639;-1.0271542729149996;-0.9388143168769034;-0.8572543202211785;-0.7810338115227088;-0.7091025034090238;-0.6406668899191048;-0.5751092812784381;-0.5119362138713294;-0.45074421261535924;-0.3911962581894717;-0.3330050981972965;-0.27592106310796;-0.21972291581857978;-0.164210777079331;-0.10920048169143169;-0.05451891484810106;0.0;0.05451891484810106;0.10920048169143154;0.16421077707933085;0.21972291581857964;0.27592106310796;0.3330050981972965;0.3911962581894717;0.45074421261535924;0.5119362138713294;0.575109281278438;0.6406668899191046;0.7091025034090236;0.7810338115227085;0.8572543202211785;0.9388143168769034;1.0271542729149996;1.124338231568639;1.2334945619686914;1.359737383938605;1.5123895860676797;1.7116753065097288;2.0190862005831427
-2.0280691449339074;-1.7217965324010607;-1.5233963507186314;-1.3715204728028316;-1.2459957446269374;-1.137524355472557;-1.0410069117561174;-0.9533247958936263;-0.87242104571719;-0.7968607388267138;-0.7255982301945618;-0.6578441244318576;-0.5929845539816317;-0.5305297601890662;-0.4700799863487626;-0.4113020537607714;-0.35391277166491136;-0.29766685018639616;-0.2423478517418023;-0.18776122917611798;-0.13372881179106894;-0.08008429579681307;-0.026669419376159895;0.026669419376159756;0.08008429579681307;0.13372881179106894;0.18776122917611787;0.2423478517418021;0.29766685018639616;0.35391277166491136;0.4113020537607712;0.4700799863487626;0.5305297601890662;0.5929845539816315;0.6578441244318574;0.7255982301945618;0.7968607388267138;0.8724210457171898;0.9533247958936263;1.0410069117561174;1.1375243554725565;1.245995744626937;1.3715204728028316;1.5233963507186314;1.72179653240106;2.028069144933906
-2.0368341317013887;-1.731664396122245;-1.534120544352546;-1.3829941271006383;-1.2581615610630972;-1.150349380376008;-1.054472451770053;-0.967421566101701;-0.8871465590188761;-0.8122178014999131;-0.7415940438615164;-0.6744897501960816;-0.6102946101863326;-0.5485222826980979;-0.48877641111466946;-0.4307272992954576;-0.37409541019772363;-0.31863936396437514;-0.26414697682592353;-0.2104283942479248;-0.1573106846101707;-0.10463345561407539;-0.05224518037594049;0.0;0.052245180375940205;0.10463345561407525;0.1573106846101707;0.21042839424792453;0.2641469768259234;0.31863936396437514;0.3740954101977233;0.43072729929545744;0.48877641111466946;0.5485222826980977;0.6102946101863324;0.6744897501960816;0.7415940438615161;0.812217801499913;0.8871465590188761;0.9674215661017005;1.0544724517700528;1.150349380376008;1.2581615610630965;1.382994127100638;1.534120544352546;1.7316643961222442;2.036834131701388
-2.0453909898732876;-1.7412906000251966;-1.5445754855632547;-1.3941732088691245;-1.2700084150701358;-1.1628312902007805;-1.0675705238781417;-0.9811259961621761;-0.9014540796736766;-0.82713020584163;-0.7571172975708613;-0.6906334541127064;-0.6270716876636815;-0.5659488219328631;-0.5068716225579337;-0.44951356545669074;-0.393598415796924;-0.33888830155331445;-0.28517482834512903;-0.232272293482626;-0.18001236979270507;-0.12823982598031283;-0.07680897576940825;-0.02558062912325239;0.02558062912325239;0.07680897576940797;0.12823982598031256;0.1800123697927049;0.2322722934826259;0.28517482834512875;0.3388883015533142;0.3935984157969239;0.44951356545669063;0.5068716225579336;0.5659488219328628;0.6270716876636813;0.6906334541127062;0.757117297570861;0.8271302058416298;0.9014540796736761;0.9811259961621758;1.0675705238781414;1.1628312902007805;1.2700084150701352;1.3941732088691239;1.5445754855632543;1.7412906000251958;2.0453909898732876
-2.0537489106318234;-1.75068607125217;-1.5547735945968537;-1.4050715603096322;-1.2815515655446008;-1.1749867920660901;-1.0803193408149558;-0.9944578832097528;-0.915365087842814;-0.8416212335729143;-0.7721932141886848;-0.7063025628400874;-0.6433454053929168;-0.5828415072712161;-0.5244005127080409;-0.4676987991145083;-0.41246312944140473;-0.35845879325119384;-0.30548078809939727;-0.2533471031357997;-0.20189347914185085;-0.15096921549677722;-0.10043372051146976;-0.050153583464733656;0.0;0.050153583464733656;0.10043372051146988;0.15096921549677736;0.20189347914185068;0.2533471031357997;0.30548078809939727;0.35845879325119384;0.4124631294414049;0.46769879911450835;0.5244005127080409;0.5828415072712161;0.6433454053929168;0.7063025628400874;0.7721932141886848;0.8416212335729144;0.9153650878428142;0.9944578832097528;1.0803193408149558;1.1749867920660901;1.2815515655446008;1.4050715603096327;1.554773594596854;1.7506860712521692;2.0537489106318234
-2.061916500809463;-1.7598610279335338;-1.5647264713617988;-1.4157020938005063;-1.2928052291994163;-1.186831432755818;-1.092735828725721;-1.0074356012873078;-0.928899491647271;-0.8557124305929722;-0.7868450994550048;-0.7215222839823432;-0.6591430371132061;-0.5992298680993445;-0.5413950851290877;-0.4853177302549621;-0.4307272992954576;-0.377391943828554;-0.3251097114252821;-0.27370188961298336;-0.22300783094036675;-0.17288083275076688;-0.1231847714858794;-0.07379127380827269;-0.024577261064027627;0.024577261064027484;0.07379127380827269;0.12318477148587954;0.17288083275076688;0.22300783094036675;0.2737018896129832;0.3251097114252821;0.377391943828554;0.43072729929545744;0.4853177302549621;0.5413950851290875;0.5992298680993445;0.6591430371132061;0.7215222839823431;0.7868450994550048;0.8557124305929722;0.9288994916472707;1.0074356012873078;1.0927358287257212;1.186831432755818;1.2928052291994163;1.415702093800506;1.5647264713617988;1.7598610279335338;2.0619165008094615
-2.069901830895052;-1.7688250385187063;-1.574444965217043;-1.426076872272847;-1.3037826721034869;-1.1983797023069247;-1.1048357439621102;-1.0200762327862014;-0.942075774995776;-0.8694237732888861;-0.80109452928195;-0.7363159173761296;-0.6744897501960816;-0.6151411045959732;-0.5578847628395985;-0.5024022233733554;-0.4484254833059347;-0.39572529581448734;-0.3441024628830155;-0.29338123212119327;-0.24340417781063112;-0.19402814242392613;-0.14512094121077398;-0.09655861528963908;-0.04822307355592209;0.0;0.04822307355592223;0.09655861528963935;0.14512094121077412;0.1940281424239264;0.24340417781063112;0.29338123212119344;0.3441024628830158;0.39572529581448734;0.4484254833059349;0.5024022233733554;0.5578847628395988;0.6151411045959734;0.6744897501960816;0.7363159173761297;0.8010945292819505;0.8694237732888861;0.9420757749957761;1.0200762327862016;1.1048357439621102;1.198379702306925;1.3037826721034869;1.426076872272847;1.5744449652170438;1.7688250385187063;2.0699018308950534
-2.077712478240772;-1.7775870750733929;-1.583939237551128;-1.4362071811547934;-1.3144962914678757;-1.209645126382365;-1.1166337770208405;-1.0323956851649094;-0.9549111285539958;-0.8827738155173184;-0.8149615148503295;-0.7507050408088634;-0.6894088149784469;-0.630600324263671;-0.5738966563481871;-0.5189815822111958;-0.4655893969438375;-0.41349322793025606;-0.36249637481379865;-0.31242575299671554;-0.26312682329588716;-0.2144595862722286;-0.16629534613509697;-0.11851403220679796;-0.07100192125056815;-0.023649640930619265;0.023649640930619265;0.07100192125056815;0.11851403220679796;0.16629534613509683;0.2144595862722285;0.26312682329588705;0.3124257529967154;0.3624963748137985;0.4134932279302559;0.46558939694383744;0.5189815822111958;0.5738966563481869;0.6306003242636709;0.6894088149784467;0.7507050408088631;0.8149615148503292;0.8827738155173177;0.9549111285539954;1.0323956851649088;1.1166337770208397;1.209645126382364;1.3144962914678757;1.4362071811547934;1.583939237551128;1.7775870750733929;2.077712478240772
-2.0853555660318297;-1.786155561261077;-1.5932188180230502;-1.4461035929181751;-1.3249576888929775;-1.2206403488473498;-1.1281436452787637;-1.044408794872596;-0.967421566101701;-0.8957798188835894;-0.8284646485811346;-0.764709673786387;-0.7039217888285134;-0.645630749275982;-0.5894557978497782;-0.5350828150863223;-0.48224821483792335;-0.4307272992954576;-0.38032564176363115;-0.33087257172641926;-0.28221614706250825;-0.23421919391461962;-0.1867561210637371;-0.1397102988818621;-0.09297184856107389;-0.04643572477052713;0.0;0.046435724770526994;0.0929718485610736;0.1397102988818621;0.1867561210637371;0.23421919391461946;0.28221614706250797;0.33087257172641893;0.38032564176363115;0.43072729929545744;0.48224821483792296;0.5350828150863223;0.5894557978497782;0.6456307492759817;0.7039217888285132;0.7647096737863868;0.8284646485811346;0.8957798188835892;0.9674215661017005;1.044408794872596;1.1281436452787637;1.2206403488473494;1.3249576888929768;1.4461035929181743;1.5932188180230502;1.7861555612610764;2.085355566031827
-2.092837798505774;-1.7945384156293687;-1.6022926552158765;-1.455776025117017;-1.3351777361189365;-1.2313772057634216;-1.139378175935991;-1.0561294201171834;-0.979622028183723;-0.9084578685373852;-0.8416212335729144;-0.778348422384844;-0.7180486785130096;-0.6602538988544633;-0.604585346583237;-0.5507308667822142;-0.4984288334587179;-0.44745654804896373;-0.3976216612765066;-0.34875569551704466;-0.30070905457492003;-0.25334710313579983;-0.20654702441883482;-0.16019524783939426;-0.11418529432142836;-0.06841592470034527;-0.022789502280392185;0.022789502280392043;0.06841592470034515;0.11418529432142822;0.1601952478393941;0.20654702441883468;0.2533471031357997;0.3007090545749199;0.34875569551704466;0.3976216612765066;0.44745654804896373;0.4984288334587179;0.5507308667822142;0.604585346583237;0.660253898854463;0.7180486785130091;0.7783484223848437;0.8416212335729141;0.908457868537385;0.9796220281837226;1.0561294201171834;1.139378175935991;1.2313772057634211;1.3351777361189365;1.455776025117017;1.6022926552158765;1.7945384156293687;2.092837798505774
